placement,match_id,augment0,augment1,augment2,Set7_Assassin,Set7_Astral,Set7_Bard,Set7_Bruiser,Set7_Cannoneer,Set7_Cavalier,Set7_Dragon,Set7_Dragonmancer,Set7_Evoker,Set7_Guardian,Set7_Guild,Set7_Jade,Set7_Legend,Set7_Mage,Set7_Mirage,Set7_Mystic,Set7_Ragewing,Set7_Revel,Set7_Scalescorn,Set7_Shapeshifter,Set7_Shimmerscale,Set7_SpellThief,Set7_Starcaller,Set7_Swiftshot,Set7_Tempest,Set7_Trainer,Set7_Warrior,Set7_Whispers,TFT7_Aatrox,TFT7_Aatrox_item0,TFT7_Aatrox_item1,TFT7_Aatrox_item2,TFT7_Anivia,TFT7_Anivia_item0,TFT7_Anivia_item1,TFT7_Anivia_item2,TFT7_AoShin,TFT7_AoShin_item0,TFT7_AoShin_item1,TFT7_AoShin_item2,TFT7_Ashe,TFT7_Ashe_item0,TFT7_Ashe_item1,TFT7_Ashe_item2,TFT7_AurelionSol,TFT7_AurelionSol_item0,TFT7_AurelionSol_item1,TFT7_AurelionSol_item2,TFT7_Bard,TFT7_Bard_item0,TFT7_Bard_item1,TFT7_Bard_item2,TFT7_Braum,TFT7_Braum_item0,TFT7_Braum_item1,TFT7_Braum_item2,TFT7_Corki,TFT7_Corki_item0,TFT7_Corki_item1,TFT7_Corki_item2,TFT7_Diana,TFT7_Diana_item0,TFT7_Diana_item1,TFT7_Diana_item2,TFT7_DragonBlue,TFT7_DragonBlue_item0,TFT7_DragonBlue_item1,TFT7_DragonBlue_item2,TFT7_DragonGold,TFT7_DragonGold_item0,TFT7_DragonGold_item1,TFT7_DragonGold_item2,TFT7_DragonGreen,TFT7_DragonGreen_item0,TFT7_DragonGreen_item1,TFT7_DragonGreen_item2,TFT7_DragonPurple,TFT7_DragonPurple_item0,TFT7_DragonPurple_item1,TFT7_DragonPurple_item2,TFT7_Elise,TFT7_Elise_item0,TFT7_Elise_item1,TFT7_Elise_item2,TFT7_Ezreal,TFT7_Ezreal_item0,TFT7_Ezreal_item1,TFT7_Ezreal_item2,TFT7_Gnar,TFT7_Gnar_item0,TFT7_Gnar_item1,TFT7_Gnar_item2,TFT7_Hecarim,TFT7_Hecarim_item0,TFT7_Hecarim_item1,TFT7_Hecarim_item2,TFT7_Heimerdinger,TFT7_Heimerdinger_item0,TFT7_Heimerdinger_item1,TFT7_Heimerdinger_item2,TFT7_Illaoi,TFT7_Illaoi_item0,TFT7_Illaoi_item1,TFT7_Illaoi_item2,TFT7_Jinx,TFT7_Jinx_item0,TFT7_Jinx_item1,TFT7_Jinx_item2,TFT7_Karma,TFT7_Karma_item0,TFT7_Karma_item1,TFT7_Karma_item2,TFT7_Kayn,TFT7_Kayn_item0,TFT7_Kayn_item1,TFT7_Kayn_item2,TFT7_LeeSin,TFT7_LeeSin_item0,TFT7_LeeSin_item1,TFT7_LeeSin_item2,TFT7_Leona,TFT7_Leona_item0,TFT7_Leona_item1,TFT7_Leona_item2,TFT7_Lillia,TFT7_Lillia_item0,TFT7_Lillia_item1,TFT7_Lillia_item2,TFT7_Lulu,TFT7_Lulu_item0,TFT7_Lulu_item1,TFT7_Lulu_item2,TFT7_Nami,TFT7_Nami_item0,TFT7_Nami_item1,TFT7_Nami_item2,TFT7_Neeko,TFT7_Neeko_item0,TFT7_Neeko_item1,TFT7_Neeko_item2,TFT7_Nidalee,TFT7_Nidalee_item0,TFT7_Nidalee_item1,TFT7_Nidalee_item2,TFT7_Nunu,TFT7_Nunu_item0,TFT7_Nunu_item1,TFT7_Nunu_item2,TFT7_Olaf,TFT7_Olaf_item0,TFT7_Olaf_item1,TFT7_Olaf_item2,TFT7_Ornn,TFT7_Ornn_item0,TFT7_Ornn_item1,TFT7_Ornn_item2,TFT7_Pyke,TFT7_Pyke_item0,TFT7_Pyke_item1,TFT7_Pyke_item2,TFT7_Qiyana,TFT7_Qiyana_item0,TFT7_Qiyana_item1,TFT7_Qiyana_item2,TFT7_Ryze,TFT7_Ryze_item0,TFT7_Ryze_item1,TFT7_Ryze_item2,TFT7_Sejuani,TFT7_Sejuani_item0,TFT7_Sejuani_item1,TFT7_Sejuani_item2,TFT7_Senna,TFT7_Senna_item0,TFT7_Senna_item1,TFT7_Senna_item2,TFT7_Sett,TFT7_Sett_item0,TFT7_Sett_item1,TFT7_Sett_item2,TFT7_Shen,TFT7_Shen_item0,TFT7_Shen_item1,TFT7_Shen_item2,TFT7_Shyvana,TFT7_Shyvana_item0,TFT7_Shyvana_item1,TFT7_Shyvana_item2,TFT7_Skarner,TFT7_Skarner_item0,TFT7_Skarner_item1,TFT7_Skarner_item2,TFT7_Sona,TFT7_Sona_item0,TFT7_Sona_item1,TFT7_Sona_item2,TFT7_Soraka,TFT7_Soraka_item0,TFT7_Soraka_item1,TFT7_Soraka_item2,TFT7_Swain,TFT7_Swain_item0,TFT7_Swain_item1,TFT7_Swain_item2,TFT7_Sylas,TFT7_Sylas_item0,TFT7_Sylas_item1,TFT7_Sylas_item2,TFT7_TahmKench,TFT7_TahmKench_item0,TFT7_TahmKench_item1,TFT7_TahmKench_item2,TFT7_Talon,TFT7_Talon_item0,TFT7_Talon_item1,TFT7_Talon_item2,TFT7_Taric,TFT7_Taric_item0,TFT7_Taric_item1,TFT7_Taric_item2,TFT7_Thresh,TFT7_Thresh_item0,TFT7_Thresh_item1,TFT7_Thresh_item2,TFT7_TrainerDragon,TFT7_TrainerDragon_item0,TFT7_TrainerDragon_item1,TFT7_TrainerDragon_item2,TFT7_Tristana,TFT7_Tristana_item0,TFT7_Tristana_item1,TFT7_Tristana_item2,TFT7_Twitch,TFT7_Twitch_item0,TFT7_Twitch_item1,TFT7_Twitch_item2,TFT7_Varus,TFT7_Varus_item0,TFT7_Varus_item1,TFT7_Varus_item2,TFT7_Vladimir,TFT7_Vladimir_item0,TFT7_Vladimir_item1,TFT7_Vladimir_item2,TFT7_Volibear,TFT7_Volibear_item0,TFT7_Volibear_item1,TFT7_Volibear_item2,TFT7_Xayah,TFT7_Xayah_item0,TFT7_Xayah_item1,TFT7_Xayah_item2,TFT7_Yasuo,TFT7_Yasuo_item0,TFT7_Yasuo_item1,TFT7_Yasuo_item2,TFT7_Yone,TFT7_Yone_item0,TFT7_Yone_item1,TFT7_Yone_item2,TFT7_Zoe,TFT7_Zoe_item0,TFT7_Zoe_item1,TFT7_Zoe_item2
1,EUW1_5973139238,TFT6_Augment_LudensEcho1,TFT6_Augment_SunfireBoard,TFT6_Augment_TheGoldenEgg,,1.0,1.0,1.0,,,,,0.0,,2.0,,,2.0,,2.0,,,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,Bloodthirster,IonicSpark,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,,,3.0,RabadonsDeathcap,ChaliceOfPowerRadiant,GuardianAngelRadiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ArchangelsStaff,SpearOfShojin,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,WarmogsArmor,TitansResolve,,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,
8,EUW1_5973139238,TFT6_Augment_Electrocharge1,TFT6_Augment_ComponentGrabBag,TFT6_Augment_VerdantVeil,1.0,,,0.0,,1.0,,,,,3.0,,0.0,,,,1.0,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GargoyleStoneplate,WarmogsArmor,GargoyleStoneplate,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SparringGloves,RapidFireCannon,FrozenHeart,,,,,,,,,,,None,None,,,,,2.0,,,,,,,,,,,,,,,,2.0,Deathblade,RunaansHurricane,LastWhisper,,,,,,,,,,,,
5,EUW1_5973139238,TFT6_Augment_TinyTitans,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_BinaryAirdrop,0.0,,,0.0,,1.0,1.0,,,,3.0,,,,,,2.0,,,0.0,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,BrambleVest,ChainVest,ArchangelsStaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,ThiefsGloves,RedBuff,GargoyleStoneplate,1.0,ThiefsGloves,Redemption,Redemption,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Quicksilver,GiantsBelt,MadredsBloodrazor,,,,,,,,,,,None,None,,,,,2.0,,,,,,,,,,,,,,,,2.0,Quicksilver,MadredsBloodrazor,SeraphsEmbrace,,,,,,,,,,,,
4,EUW1_5973139238,TFT6_Augment_MakeshiftArmor1,TFT7_Augment_BruiserEmblem,TFT6_Augment_MaxLevel10,,,,1.0,,1.0,1.0,,,,2.0,0.0,,,,,2.0,,,1.0,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,2.0,BruiserEmblemItem,Morellonomicon,UnstableConcoction,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,1.0,StatikkShiv,,,,,,,,,,,,,,,2.0,GuinsoosRageblade,Quicksilver,MadredsBloodrazor,,,,,,,,,,,,
3,EUW1_5973139238,TFT6_Augment_Meditation1,TFT6_Augment_SecondWind2,TFT6_Augment_VerdantVeil,0.0,,,1.0,,,1.0,,1.0,0.0,,,,1.0,,0.0,,0.0,,,0.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Bloodthirster,GuinsoosRageblade,MadredsBloodrazor,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Chalice,RecurveBow,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Morellonomicon,,,,,,,,,,,2.0,RedBuff,WarmogsArmor,ZekesHerald,,,,,,,,,,,,,1.0,,,,3.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
6,EUW1_5973139238,TFT7_Augment_ShapeshifterTrait,TFT6_Augment_Twins2,TFT7_Augment_ShapeshifterTrait2,,0.0,,,,,1.0,,0.0,,,2.0,0.0,,,0.0,,,,3.0,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,SeraphsEmbrace,HextechGunblade,JeweledGauntlet,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RedBuff,WarmogsArmor,,2.0,BFSword,GuinsoosRageblade,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,EUW1_5973139238,TFT6_Augment_CelestialBlessing1,TFT6_Augment_Electrocharge2,TFT6_Augment_CelestialBlessing3,,,,1.0,,,1.0,,,0.0,,0.0,,0.0,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FrozenHeart,BFSword,,2.0,GuinsoosRageblade,Bloodthirster,Quicksilver,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Zephyr,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,EUW1_5973139238,TFT6_Augment_Distancing,TFT6_Augment_LudensEcho2,TFT6_Augment_FuturePeepers2,,1.0,1.0,1.0,,,,,0.0,,2.0,,,3.0,,2.0,,,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ZephyrRadiant,,,2.0,MageEmblemItem,Bloodthirster,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,ThiefsGloves,Redemption,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuinsoosRageblade,SpearOfShojin,RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,IonicSpark,GargoyleStoneplate,Redemption,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,
2,EUW1_5972577642,TFT6_Augment_PortableForge,TFT7_Augment_LastStand,TFT7_Augment_BruiserEmblem,2.0,,,3.0,,,1.0,,,,1.0,,0.0,0.0,,,0.0,,0.0,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,OrnnDeathsDefiance,UnstableConcoction,InfinityEdge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,AssassinEmblemItem,JeweledGauntlet,ArchangelsStaff,2.0,RedBuff,TitansResolve,,,,,,2.0,ThiefsGloves,Quicksilver,RabadonsDeathcap,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,ArchangelsStaff,HextechGunblade,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,Bloodthirster,UnstableConcoction,,,,,2.0,RedBuff,BruiserEmblemItem,UnstableConcoction,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,EUW1_5972577642,TFT6_Augment_PortableForge,TFT7_Augment_GadgetExpert,TFT7_Augment_BestFriends2,,,,1.0,1.0,,,,1.0,,1.0,,0.0,1.0,,0.0,,1.0,,,0.0,1.0,,0.0,0.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuinsoosRageblade,InfinityEdge,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ZekesHerald,,,,,,,,,,,,,,,,,,,,,,,2.0,Shroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,FrozenHeart,OrnnAnimaVisage,GargoyleStoneplate,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,2.0,StatikkShiv,StatikkShiv,RecurveBow,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Chalice,,
8,EUW1_5972577642,TFT7_Augment_AstralIntercosmicGifts,TFT6_Augment_BlueBattery2,TFT7_Augment_FirstAidKit2,,1.0,,1.0,,0.0,,,,,1.0,,,2.0,,0.0,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,2.0,ChainVest,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ArchangelsStaff,HextechGunblade,TearOfTheGoddess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
3,EUW1_5972577642,TFT7_Augment_CannoneerHotShot,TFT6_Augment_Diversify2,TFT6_Augment_Meditation2,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,0.0,,1.0,,1.0,0.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,2.0,GuinsoosRageblade,MadredsBloodrazor,RunaansHurricane,,,,,,,,,2.0,WarmogsArmor,WarmogsArmor,TitansResolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SpearOfShojin,Morellonomicon,ShimmerscaleGoldmancersStaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,TrainerSnax,None,None,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
7,EUW1_5972577642,TFT7_Augment_BestFriends2,TFT7_Augment_UrfsGrabBag1,TFT7_Augment_FirstAidKit2,,1.0,1.0,1.0,,,,,,,2.0,,,1.0,,1.0,,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,GargoyleStoneplate,WarmogsArmor,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,HextechGunblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,1.0,,,,3.0,GuinsoosRageblade,Deathblade,RunaansHurricane,2.0,Shroud,,,,,,,,,,,,,,,,,,,1.0,,,
5,EUW1_5972577642,TFT6_Augment_TradeSector,TFT6_Augment_SecondWind2,TFT7_Augment_CavalierEmblem,,,,,,2.0,1.0,0.0,,1.0,1.0,,,,2.0,,,,,,,,,,1.0,,1.0,0.0,,,,,,,,,1.0,HextechGunblade,ArchangelsStaff,RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Zephyr,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,,,,,,,,,,,,,,,,,,,,,,,2.0,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,1.0,UnstableConcoction,CavalierEmblemItem,UnstableConcoction,2.0,,,,,,,
1,EUW1_5972577642,TFT6_Augment_SecondWind2,TFT6_Augment_SalvageBin,TFT7_Augment_BestFriends2,1.0,,1.0,1.0,,1.0,,0.0,,,3.0,,0.0,,0.0,0.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,IonicSpark,StatikkShiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CavalierEmblemItem,BrambleVest,,,,,,2.0,ThiefsGloves,,,,,,,,,,,,,,,,,,,2.0,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,LocketOfTheIronSolari,GuinsoosRageblade,,,,,,,,,,,None,None,,,,,2.0,Zephyr,,,,,,,,,,,,,,,2.0,Quicksilver,GuinsoosRageblade,MadredsBloodrazor,1.0,InfinityEdge,,,,,,,,,,
6,EUW1_5972577642,TFT7_Augment_GuildEmblem,TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_GuildGearUpgrades,1.0,,,1.0,,3.0,,,,,4.0,,0.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,TitanicHydra,Quicksilver,CavalierEmblemItem,,,,,2.0,FrozenHeart,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CavalierEmblemItem,Bloodthirster,JeweledGauntlet,,,,,,,,,,,None,None,,,,,2.0,,,,,,,,,,,,,,,,2.0,GuinsoosRageblade,GuildEmblemItem,MadredsBloodrazor,,,,,,,,,,,,
3,EUW1_5971517021,TFT6_Augment_Traitless2,TFT6_Augment_ItemGrabBag1,TFT6_Augment_ComponentGrabBag,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,GuardianAngel,ArchangelsStaff,ArchangelsStaff,1.0,NegatronCloak,,,,,,,2.0,GuinsoosRageblade,Deathblade,,2.0,FrozenHeart,IonicSpark,Shroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,1.0,SeraphsEmbrace,Bloodthirster,GuardianAngel,,,,,,,,
6,EUW1_5971517021,TFT7_Augment_AssassinEmblem,TFT7_Augment_BandOfThieves1,TFT7_Augment_PandorasBench,3.0,,,1.0,,,1.0,,,,1.0,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,TearOfTheGoddess,GuardianAngel,,,,,,,,,,,,,2.0,InfinityEdge,TitansResolve,AssassinEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,IonicSpark,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Shroud,DragonsClaw,,,,,,2.0,FrozenHeart,RedBuff,RapidFireCannon,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,EUW1_5971517021,TFT7_Augment_MageConference,TFT7_Augment_BandOfThieves1,TFT6_Augment_CyberneticUplink2,,0.0,1.0,1.0,,,,,0.0,,2.0,,,2.0,,2.0,,,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,LocketOfTheIronSolari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,ThiefsGloves,RecurveBow,GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,Chalice,Morellonomicon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,HextechGunblade,ArchangelsStaff,SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Redemption,GargoyleStoneplate,FrozenHeart,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SeraphsEmbrace,,
5,EUW1_5971517021,TFT6_Augment_Traitless2,TFT6_Augment_Weakspot,TFT7_Augment_BestFriends2,0.0,,,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,LastWhisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Morellonomicon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FrozenHeart,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,RecurveBow,StatikkShiv,2.0,MadredsBloodrazor,Quicksilver,RunaansHurricane,,,,,,,,,,,,
7,EUW1_5971517021,TFT6_Augment_SecondWind2,TFT6_Augment_TinyTitans,TFT7_Augment_BestFriends2,,0.0,,1.0,,,,,0.0,,1.0,,,2.0,,1.0,,,,,0.0,1.0,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,PowerGauntlet,Chalice,Chalice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ArchangelsStaff,ArchangelsStaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,,1.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Shroud,,
4,EUW1_5971517021,TFT7_Augment_BestFriends2,TFT6_Augment_TinyTitans,TFT6_Augment_CyberneticUplink2,,1.0,,1.0,,,,,0.0,,1.0,,,1.0,,1.0,,,,,0.0,1.0,,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,LocketOfTheIronSolari,Redemption,RedBuff,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SparringGloves,,,3.0,RabadonsDeathcap,ArchangelsStaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GargoyleStoneplate,TitansResolve,,,,,,,,,,,,,,,,,,,,None,None,,,,,2.0,,,,3.0,UnstableConcoction,RunaansHurricane,,,,,,,,,,,,,,,,,,,,,,1.0,,,
