,0
TFT7_Leona_item1_TFT_Item_ChainVest,0.0
TFT7_Leona_item1_TFT_Item_Bloodthirster,0.0
TFT7_Leona_item1_TFT_Item_BFSword,0.0
TFT7_Leona_item1_TFT_Item_ArchangelsStaff,0.0
TFT7_Leona_item1_TFT7_Item_ShimmerscaleMogulsMail,0.0
TFT7_Leona_item1_TFT7_Item_ShimmerscaleHeartOfGold,0.0
TFT7_Leona_item1_TFT7_Item_ShimmerscaleEmblemItem,0.0
TFT7_Leona_item1_TFT7_Item_ShimmerscaleDeterminedInvestor,0.0
TFT7_Leona_item1_TFT7_Item_BruiserEmblemItem,0.0
TFT7_Leona_item1_TFT4_Item_OrnnEternalWinter,0.0
TFT7_Leona_item1_TFT4_Item_OrnnDeathsDefiance,0.0
TFT7_Leona_item1_TFT_Item_FrozenHeart,0.0
TFT7_Jinx_item0_TFT_Item_NegatronCloak,0.0
TFT7_Jinx_item0_TFT_Item_PowerGauntlet,0.0
TFT7_Jinx_item0_TFT_Item_RapidFireCannon,0.0
TFT7_Lulu_item0_TFT_Item_GargoyleStoneplate,0.0
TFT7_Lulu_item0_TFT_Item_FrozenHeart,0.0
TFT7_Lulu_item0_TFT_Item_ForceOfNature,0.0
TFT7_Lulu_item0_TFT_Item_DragonsClaw,0.0
TFT7_Lulu_item0_TFT_Item_Chalice,0.0
TFT7_Lulu_item0_TFT_Item_ChainVest,0.0
TFT7_Lulu_item0_TFT_Item_BrambleVest,0.0
TFT7_Lulu_item0_TFT_Item_BFSword,0.0
TFT7_Lulu_item0_TFT_Item_ArchangelsStaff,0.0
TFT7_Lulu_item0_TFT7_Item_TempestEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_SwiftshotEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_ShimmerscaleHeartOfGold,0.0
TFT7_Lulu_item0_TFT7_Item_ShimmerscaleGoldmancersStaff,0.0
TFT7_Lulu_item0_TFT7_Item_ShimmerscaleEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_ShimmerscaleDravensAxe,0.0
TFT7_Lulu_item0_TFT7_Item_ShimmerscaleDiamondHands,0.0
TFT7_Lulu_item0_TFT7_Item_ShimmerscaleDeterminedInvestor,0.0
TFT7_Lulu_item0_TFT7_Item_ScalescornEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_RevelEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_MirageEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_MageEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_JadeEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_GuildEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_DragonmancerEmblemItem,0.0
TFT7_Lulu_item0_TFT7_Item_CavalierEmblemItem,0.0
TFT7_Lulu_item0_TFT_Item_GuinsoosRageblade,0.0
TFT7_Lulu_item0_TFT_Item_HextechGunblade,0.0
TFT7_Lulu_item0_TFT_Item_InfinityEdge,0.0
TFT7_Lulu_item0_TFT_Item_IonicSpark,0.0
TFT7_Talon_item2_TFT5_Item_MorellonomiconRadiant,0.0
TFT7_Talon_item2_TFT4_Item_OrnnTheCollector,0.0
TFT7_Talon_item2_TFT4_Item_OrnnObsidianCleaver,0.0
TFT7_Talon_item2_TFT4_Item_OrnnInfinityForce,0.0
TFT7_Talon_item2_TFT4_Item_OrnnDeathsDefiance,0.0
TFT7_Lulu_item0_TFT_Item_Zephyr,0.0
TFT7_Lulu_item0_TFT_Item_WarmogsArmor,0.0
TFT7_Lulu_item0_TFT_Item_UnstableConcoction,0.0
TFT7_Lulu_item0_TFT_Item_TitanicHydra,0.0
TFT7_Lulu_item0_TFT_Item_TearOfTheGoddess,0.0
TFT7_Lulu_item0_TFT_Item_StatikkShiv,0.0
TFT7_Lulu_item0_TFT_Item_SpearOfShojin,0.0
TFT7_Lulu_item0_TFT7_Item_CannoneerEmblemItem,0.0
TFT7_Lulu_item0_TFT_Item_SparringGloves,0.0
TFT7_Lulu_item0_TFT_Item_Redemption,0.0
TFT7_Lulu_item0_TFT_Item_RedBuff,0.0
TFT7_Lulu_item0_TFT_Item_RecurveBow,0.0
TFT7_Lulu_item0_TFT_Item_RapidFireCannon,0.0
TFT7_Lulu_item0_TFT_Item_RabadonsDeathcap,0.0
TFT7_Lulu_item0_TFT_Item_Quicksilver,0.0
TFT7_Lulu_item0_TFT_Item_PowerGauntlet,0.0
TFT7_Lulu_item0_TFT_Item_NegatronCloak,0.0
TFT7_Lulu_item0_TFT_Item_NeedlesslyLargeRod,0.0
TFT7_Lulu_item0_TFT_Item_Morellonomicon,0.0
TFT7_Lulu_item0_TFT_Item_LocketOfTheIronSolari,0.0
TFT7_Lulu_item0_TFT_Item_LastWhisper,0.0
TFT7_Lulu_item0_TFT_Item_SeraphsEmbrace,0.0
TFT7_Shyvana_item2_TFT_Item_ArchangelsStaff,0.0
TFT7_Lulu_item0_TFT7_Item_BruiserEmblemItem,0.0
TFT7_Lulu_item0_TFT5_Item_ZekesHeraldRadiant,0.0
TFT7_Jinx_item1_TFT_Item_GiantsBelt,0.0
TFT7_Jinx_item1_TFT_Item_DragonsClaw,0.0
TFT7_Jinx_item1_TFT_Item_Chalice,0.0
TFT7_Jinx_item1_TFT_Item_BrambleVest,0.0
TFT7_Jinx_item1_TFT_Item_BFSword,0.0
TFT7_Jinx_item1_TFT_Item_ArchangelsStaff,0.0
TFT7_Jinx_item1_TFT7_Item_ShimmerscaleMogulsMail,0.0
TFT7_Jinx_item1_TFT7_Item_ShimmerscaleHeartOfGold,0.0
TFT7_Jinx_item1_TFT7_Item_ShimmerscaleGoldmancersStaff,0.0
TFT7_Jinx_item1_TFT7_Item_ShimmerscaleGamblersBlade,0.0
TFT7_Jinx_item1_TFT7_Item_ShimmerscaleEmblemItem,0.0
TFT7_Jinx_item1_TFT7_Item_ShimmerscaleDravensAxe,0.0
TFT7_Jinx_item1_TFT7_Item_EvokerEmblemItem,0.0
TFT7_Jinx_item1_TFT5_Item_ZekesHeraldRadiant,0.0
TFT7_Jinx_item1_TFT4_Item_OrnnInfinityForce,0.0
TFT7_Jinx_item0_TFT_Item_Zephyr,0.0
TFT7_Jinx_item0_TFT_Item_UnstableConcoction,0.0
TFT7_Jinx_item0_TFT_Item_TitansResolve,0.0
TFT7_Jinx_item0_TFT_Item_TitanicHydra,0.0
TFT7_Jinx_item0_TFT_Item_StatikkShiv,0.0
TFT7_Jinx_item0_TFT_Item_SpearOfShojin,0.0
TFT7_Jinx_item0_TFT_Item_SparringGloves,0.0
TFT7_Jinx_item0_TFT_Item_Shroud,0.0
TFT7_Jinx_item0_TFT_Item_RunaansHurricane,0.0
TFT7_Jinx_item0_TFT_Item_RecurveBow,0.0
TFT7_Jinx_item1_TFT_Item_GuardianAngel,0.0
TFT7_Jinx_item1_TFT_Item_HextechGunblade,0.0
TFT7_Jinx_item1_TFT_Item_InfinityEdge,0.0
TFT7_Jinx_item1_TFT_Item_JeweledGauntlet,0.0
TFT7_Lulu_item0_TFT5_Item_TrapClawRadiant,0.0
TFT7_Lulu_item0_TFT5_Item_LocketOfTheIronSolariRadiant,0.0
TFT7_Lulu_item0_TFT4_Item_OrnnRocketPropelledFist,0.0
TFT7_Lulu_item0_TFT4_Item_OrnnMuramana,0.0
TFT7_Jinx_item1_TFT_Item_Zephyr,0.0
TFT7_Jinx_item1_TFT_Item_ZekesHerald,0.0
TFT7_Jinx_item1_TFT_Item_WarmogsArmor,0.0
TFT7_Jinx_item1_TFT_Item_UnstableConcoction,0.0
TFT7_Jinx_item1_TFT_Item_TitansResolve,0.0
TFT7_Jinx_item1_TFT_Item_TearOfTheGoddess,0.0
TFT7_Jinx_item1_TFT_Item_StatikkShiv,0.0
TFT7_Jinx_item1_TFT_Item_SpearOfShojin,0.0
TFT7_Lulu_item0_TFT5_Item_ZephyrRadiant,0.0
TFT7_Jinx_item1_TFT_Item_SparringGloves,0.0
TFT7_Jinx_item1_TFT_Item_RunaansHurricane,0.0
TFT7_Jinx_item1_TFT_Item_Redemption,0.0
TFT7_Jinx_item1_TFT_Item_RedBuff,0.0
TFT7_Jinx_item1_TFT_Item_RecurveBow,0.0
TFT7_Jinx_item1_TFT_Item_RapidFireCannon,0.0
TFT7_Jinx_item1_TFT_Item_RabadonsDeathcap,0.0
TFT7_Jinx_item1_TFT_Item_Quicksilver,0.0
TFT7_Jinx_item1_TFT_Item_PowerGauntlet,0.0
TFT7_Jinx_item1_TFT_Item_Morellonomicon,0.0
TFT7_Jinx_item1_TFT_Item_MadredsBloodrazor,0.0
TFT7_Jinx_item1_TFT_Item_LocketOfTheIronSolari,0.0
TFT7_Jinx_item1_TFT_Item_LastWhisper,0.0
TFT7_Jinx_item1_TFT_Item_Shroud,0.0
TFT7_Talon_item2_TFT5_Item_SunfireCapeRadiant,0.0
TFT7_Shyvana_item2_TFT7_Item_SwiftshotEmblemItem,0.0
TFT7_Shyvana_item2_TFT7_Item_GuildEmblemItem,0.0
TFT7_LeeSin_item2_TFT5_Item_BloodthirsterRadiant,0.0
TFT7_LeeSin_item2_TFT4_Item_OrnnZhonyasParadox,0.0
TFT7_LeeSin_item2_TFT4_Item_OrnnRocketPropelledFist,0.0
TFT7_LeeSin_item2_TFT4_Item_OrnnObsidianCleaver,0.0
TFT7_LeeSin_item2_TFT4_Item_OrnnInfinityForce,0.0
TFT7_LeeSin_item2_TFT4_Item_OrnnDeathsDefiance,0.0
TFT7_LeeSin_item2_TFT4_Item_OrnnAnimaVisage,0.0
TFT7_LeeSin_item1_TFT_Item_Zephyr,0.0
TFT7_LeeSin_item1_TFT_Item_ZekesHerald,0.0
TFT7_LeeSin_item1_TFT_Item_WarmogsArmor,0.0
TFT7_LeeSin_item1_TFT_Item_UnstableConcoction,0.0
TFT7_LeeSin_item1_TFT_Item_TitanicHydra,0.0
TFT7_LeeSin_item1_TFT_Item_TearOfTheGoddess,0.0
TFT7_LeeSin_item1_TFT_Item_SpearOfShojin,0.0
TFT7_LeeSin_item1_TFT_Item_SparringGloves,0.0
TFT7_LeeSin_item1_TFT_Item_SeraphsEmbrace,0.0
TFT7_LeeSin_item1_TFT_Item_RunaansHurricane,0.0
TFT7_LeeSin_item1_TFT_Item_RapidFireCannon,0.0
TFT7_LeeSin_item1_TFT_Item_RabadonsDeathcap,0.0
TFT7_LeeSin_item1_TFT_Item_Quicksilver,0.0
TFT7_LeeSin_item1_TFT_Item_PowerGauntlet,0.0
TFT7_LeeSin_item1_TFT_Item_Morellonomicon,0.0
TFT7_LeeSin_item1_TFT_Item_MadredsBloodrazor,0.0
TFT7_LeeSin_item1_TFT_Item_LocketOfTheIronSolari,0.0
TFT7_LeeSin_item1_TFT_Item_LastWhisper,0.0
TFT7_LeeSin_item2_TFT5_Item_BlueBuffRadiant,0.0
TFT7_LeeSin_item1_TFT_Item_JeweledGauntlet,0.0
TFT7_LeeSin_item2_TFT5_Item_DragonsClawRadiant,0.0
TFT7_LeeSin_item2_TFT5_Item_HextechGunbladeRadiant,0.0
TFT7_LeeSin_item2_TFT_Item_RedBuff,0.0
TFT7_LeeSin_item2_TFT_Item_RecurveBow,0.0
TFT7_LeeSin_item2_TFT_Item_RapidFireCannon,0.0
TFT7_LeeSin_item2_TFT_Item_Quicksilver,0.0
TFT7_LeeSin_item2_TFT_Item_PowerGauntlet,0.0
TFT7_LeeSin_item2_TFT_Item_NeedlesslyLargeRod,0.0
TFT7_LeeSin_item2_TFT_Item_MadredsBloodrazor,0.0
TFT7_LeeSin_item2_TFT_Item_LocketOfTheIronSolari,0.0
TFT7_LeeSin_item2_TFT_Item_LastWhisper,0.0
TFT7_LeeSin_item2_TFT_Item_IonicSpark,0.0
TFT7_LeeSin_item2_TFT_Item_HextechGunblade,0.0
TFT7_LeeSin_item2_TFT_Item_GuinsoosRageblade,0.0
TFT7_LeeSin_item2_TFT_Item_GuardianAngel,0.0
TFT7_LeeSin_item2_TFT_Item_Deathblade,0.0
TFT7_LeeSin_item2_TFT_Item_Chalice,0.0
TFT7_LeeSin_item2_TFT_Item_ChainVest,0.0
TFT7_LeeSin_item2_TFT_Item_BrambleVest,0.0
TFT7_LeeSin_item2_TFT_Item_BFSword,0.0
TFT7_LeeSin_item2_TFT7_Item_ShimmerscaleEmblemItem,0.0
TFT7_LeeSin_item2_TFT7_Item_RagewingEmblemItem,0.0
TFT7_LeeSin_item2_TFT7_Item_MirageEmblemItem,0.0
TFT7_LeeSin_item2_TFT7_Item_LegendEmblemItem,0.0
TFT7_LeeSin_item2_TFT7_Item_AssassinEmblemItem,0.0
TFT7_LeeSin_item2_TFT5_Item_StatikkShivRadiant,0.0
TFT7_LeeSin_item2_TFT5_Item_LocketOfTheIronSolariRadiant,0.0
TFT7_LeeSin_item2_TFT5_Item_HandOfJusticeRadiant,0.0
TFT7_LeeSin_item1_TFT_Item_IonicSpark,0.0
TFT7_LeeSin_item1_TFT_Item_GuinsoosRageblade,0.0
TFT7_LeeSin_item1_TFT_Item_GuardianAngel,0.0
TFT7_LeeSin_item0_TFT_Item_Zephyr,0.0
TFT7_LeeSin_item0_TFT_Item_ZekesHerald,0.0
TFT7_LeeSin_item0_TFT_Item_TitansResolve,0.0
TFT7_LeeSin_item0_TFT_Item_TitanicHydra,0.0
TFT7_LeeSin_item0_TFT_Item_StatikkShiv,0.0
TFT7_LeeSin_item0_TFT_Item_SpearOfShojin,0.0
TFT7_LeeSin_item0_TFT_Item_SparringGloves,0.0
TFT7_LeeSin_item0_TFT_Item_Shroud,0.0
TFT7_LeeSin_item0_TFT_Item_SeraphsEmbrace,0.0
TFT7_LeeSin_item0_TFT_Item_RunaansHurricane,0.0
TFT7_LeeSin_item0_TFT_Item_Redemption,0.0
TFT7_LeeSin_item0_TFT_Item_RecurveBow,0.0
TFT7_LeeSin_item0_TFT_Item_RapidFireCannon,0.0
TFT7_LeeSin_item0_TFT_Item_Quicksilver,0.0
TFT7_LeeSin_item0_TFT_Item_PowerGauntlet,0.0
TFT7_LeeSin_item0_TFT_Item_Morellonomicon,0.0
TFT7_LeeSin_item0_TFT_Item_MadredsBloodrazor,0.0
TFT7_LeeSin_item0_TFT_Item_LocketOfTheIronSolari,0.0
TFT7_LeeSin_item0_TFT_Item_HextechGunblade,0.0
TFT7_LeeSin_item0_TFT_Item_GuinsoosRageblade,0.0
TFT7_LeeSin_item0_TFT_Item_GuardianAngel,0.0
TFT7_LeeSin_item0_TFT_Item_GiantsBelt,0.0
TFT7_LeeSin_item0_TFT_Item_ForceOfNature,0.0
TFT7_LeeSin_item0_TFT_Item_DragonsClaw,0.0
TFT7_LeeSin_item0_TFT_Item_ChainVest,0.0
TFT7_LeeSin_item1_TFT4_Item_OrnnAnimaVisage,0.0
TFT7_LeeSin_item1_TFT4_Item_OrnnDeathsDefiance,0.0
TFT7_LeeSin_item1_TFT4_Item_OrnnEternalWinter,0.0
TFT7_LeeSin_item1_TFT4_Item_OrnnMuramana,0.0
TFT7_LeeSin_item1_TFT_Item_GiantsBelt,0.0
TFT7_LeeSin_item1_TFT_Item_FrozenHeart,0.0
TFT7_LeeSin_item1_TFT_Item_ForceOfNature,0.0
TFT7_LeeSin_item1_TFT_Item_DragonsClaw,0.0
TFT7_LeeSin_item1_TFT_Item_Deathblade,0.0
TFT7_LeeSin_item1_TFT_Item_Chalice,0.0
TFT7_LeeSin_item1_TFT_Item_ChainVest,0.0
TFT7_LeeSin_item1_TFT_Item_BrambleVest,0.0
TFT7_LeeSin_item1_TFT_Item_BFSword,0.0
TFT7_LeeSin_item1_TFT7_Item_ShimmerscaleMogulsMail,0.0
TFT7_LeeSin_item1_TFT7_Item_ShimmerscaleHeartOfGold,0.0
TFT7_LeeSin_item1_TFT7_Item_RagewingEmblemItem,0.0
TFT7_LeeSin_item2_TFT_Item_Redemption,0.0
TFT7_LeeSin_item1_TFT7_Item_MirageEmblemItem,0.0
TFT7_LeeSin_item1_TFT7_Item_GuildEmblemItem,0.0
TFT7_LeeSin_item1_TFT7_Item_EvokerEmblemItem,0.0
TFT7_LeeSin_item1_TFT7_Item_CavalierEmblemItem,0.0
TFT7_LeeSin_item1_TFT7_Item_BruiserEmblemItem,0.0
TFT7_LeeSin_item1_TFT7_Item_AssassinEmblemItem,0.0
TFT7_LeeSin_item1_TFT5_Item_ZekesHeraldRadiant,0.0
TFT7_LeeSin_item1_TFT5_Item_LocketOfTheIronSolariRadiant,0.0
TFT7_LeeSin_item1_TFT5_Item_HandOfJusticeRadiant,0.0
TFT7_LeeSin_item1_TFT5_Item_GargoyleStoneplateRadiant,0.0
TFT7_LeeSin_item1_TFT5_Item_BrambleVestRadiant,0.0
TFT7_LeeSin_item1_TFT4_Item_OrnnRanduinsSanctum,0.0
TFT7_LeeSin_item1_TFT4_Item_OrnnObsidianCleaver,0.0
TFT7_LeeSin_item1_TFT7_Item_JadeEmblemItem,0.0
TFT7_LeeSin_item2_TFT_Item_RunaansHurricane,0.0
TFT7_LeeSin_item2_TFT_Item_SeraphsEmbrace,0.0
TFT7_LeeSin_item2_TFT_Item_Shroud,0.0
TFT7_Shyvana_item1_TFT_Item_GuinsoosRageblade,0.0
TFT7_Shyvana_item1_TFT_Item_GuardianAngel,0.0
TFT7_Shyvana_item1_TFT_Item_GiantsBelt,0.0
TFT7_Shyvana_item1_TFT_Item_DragonsClaw,0.0
TFT7_Shyvana_item1_TFT_Item_Deathblade,0.0
TFT7_Shyvana_item1_TFT_Item_Chalice,0.0
TFT7_Shyvana_item1_TFT_Item_ChainVest,0.0
TFT7_Shyvana_item1_TFT_Item_BrambleVest,0.0
TFT7_Shyvana_item1_TFT_Item_Bloodthirster,0.0
TFT7_Shyvana_item1_TFT_Item_ArchangelsStaff,0.0
TFT7_Shyvana_item1_TFT7_Item_TempestEmblemItem,0.0
TFT7_Shyvana_item1_TFT7_Item_SwiftshotEmblemItem,0.0
TFT7_Shyvana_item1_TFT7_Item_ShimmerscaleDiamondHands,0.0
TFT7_Shyvana_item1_TFT7_Item_MirageEmblemItem,0.0
TFT7_Shyvana_item1_TFT7_Item_CavalierEmblemItem,0.0
TFT7_Shyvana_item1_TFT7_Item_BruiserEmblemItem,0.0
TFT7_Shyvana_item1_TFT7_Item_AssassinEmblemItem,0.0
TFT7_Shyvana_item1_TFT5_Item_TitansResolveRadiant,0.0
TFT7_Shyvana_item1_TFT4_Item_OrnnInfinityForce,0.0
TFT7_Shyvana_item1_TFT4_Item_OrnnEternalWinter,0.0
TFT7_Shyvana_item1_TFT4_Item_OrnnDeathsDefiance,0.0
TFT7_Shyvana_item1_TFT4_Item_OrnnAnimaVisage,0.0
TFT7_Nidalee_item2_TFT_Item_UnstableConcoction,0.0
TFT7_Nidalee_item2_TFT_Item_TitansResolve,0.0
TFT7_Nidalee_item2_TFT_Item_SpearOfShojin,0.0
TFT7_Shyvana_item1_TFT_Item_InfinityEdge,0.0
TFT7_Shyvana_item1_TFT_Item_JeweledGauntlet,0.0
TFT7_Shyvana_item1_TFT_Item_LastWhisper,0.0
TFT7_Shyvana_item1_TFT_Item_LocketOfTheIronSolari,0.0
TFT7_Shyvana_item2_TFT7_Item_DragonmancerEmblemItem,0.0
TFT7_Shyvana_item2_TFT7_Item_BruiserEmblemItem,0.0
TFT7_Shyvana_item2_TFT7_Item_AssassinEmblemItem,0.0
TFT7_Shyvana_item2_TFT5_Item_SunfireCapeRadiant,0.0
TFT7_Shyvana_item2_TFT5_Item_SpearOfShojinRadiant,0.0
TFT7_Shyvana_item2_TFT4_Item_OrnnZhonyasParadox,0.0
TFT7_Shyvana_item2_TFT4_Item_OrnnEternalWinter,0.0
TFT7_Shyvana_item2_TFT4_Item_OrnnAnimaVisage,0.0
TFT7_Shyvana_item1_TFT_Item_Zephyr,0.0
TFT7_Shyvana_item1_TFT_Item_ZekesHerald,0.0
TFT7_Shyvana_item1_TFT_Item_WarmogsArmor,0.0
TFT7_Shyvana_item1_TFT_Item_UnstableConcoction,0.0
TFT7_Nidalee_item2_TFT_Item_RunaansHurricane,0.0
TFT7_Shyvana_item1_TFT_Item_TitansResolve,0.0
TFT7_Shyvana_item1_TFT_Item_TearOfTheGoddess,0.0
TFT7_Shyvana_item1_TFT_Item_StatikkShiv,0.0
TFT7_Shyvana_item1_TFT_Item_SpearOfShojin,0.0
TFT7_Shyvana_item1_TFT_Item_Shroud,0.0
TFT7_Shyvana_item1_TFT_Item_RunaansHurricane,0.0
TFT7_Shyvana_item1_TFT_Item_Redemption,0.0
TFT7_Shyvana_item1_TFT_Item_RecurveBow,0.0
TFT7_Shyvana_item1_TFT_Item_RabadonsDeathcap,0.0
TFT7_Shyvana_item1_TFT_Item_Quicksilver,0.0
TFT7_Shyvana_item1_TFT_Item_PowerGauntlet,0.0
TFT7_Shyvana_item1_TFT_Item_NeedlesslyLargeRod,0.0
TFT7_Shyvana_item1_TFT_Item_Morellonomicon,0.0
